x, y
94.18867924528303, 0.7070826306913996
31.79874213836478, 0.8311973018549746
155.77358490566039, 0.9161888701517706
143.69811320754718, 0.8959527824620573
168.65408805031447, 0.9323777403035413
173.68553459119497, 0.948566610455312
192, 0.9661045531197302
95.39622641509435, 0.8325463743676222
73.05660377358491, 0.6989881956155143
70.23899371069183, 0.690893760539629
69.03144654088051, 0.6598650927487353
65.20754716981132, 0.654468802698145
59.9748427672956, 0.6463743676222596
56.9559748427673, 0.6409780775716695
52.930817610062896, 0.6355817875210792
49.911949685534594, 0.6220910623946037
48.100628930817614, 0.6153456998313659
47.09433962264151, 0.6086003372681281
46.08805031446541, 0.18768971332209106
34.0125786163522, 0.1688026981450253
32.80503144654088, 0.16070826306914
28.9811320754717, 0.1566610455311973
26.767295597484278, 0.14991568296795954
24.553459119496857, 0.13777403035413155
21.534591194968556, 0.13372681281618887
19.924528301886795, 0.08111298482293423
18.91823899371069, 0.07436762225969647
14.89308176100629, 0.0703204047217538
12.880503144654089, 0.06492411467116357
8.654088050314465, 0.05682967959527825
7.647798742138365, 0.043338954468802704
5.433962264150944, 0.0284991568296796
3.6226415094339623, 0.027150084317032044
